series,condition,sigma,cell,rho,alpha_b,seed,N,pi_c,tau_LATE_true,kappa_LATE_true,NIE_LATE,NDE_LATE,tau_IV_IPSW,bias,SE_tau,CI_L,CI_U,CI_covers_true,FS_IPSW,RF_IPSW,W_mean_oracle,W_cv_oracle,W_mean_degraded,W_cv_degraded,n_C1,crash_rate
spatial,state_K10,0.0,T2-a,0.5,0.3,123,1000000,0.338463,-0.06303204025106099,0.03369042051554125,0.0021976144985996387,-0.06522965474966062,-0.06686871601638834,-0.0038366757653273548,0.0029940541256506044,-0.07273706210266354,-0.06100036993011316,1,0.33626525869553375,-0.022485626089889008,11.236646799859232,0.39726519207596067,11.136605542850264,0.3746819708958728,102608,0.102608
temporal,no_b_term,0.0,T2-a,0.5,0.3,123,1000000,0.338463,-0.06303204025106099,0.03369042051554125,0.0021976144985996387,-0.06522965474966062,-0.06952127282159895,-0.006489232570537962,0.002972718495899122,-0.07534780107356123,-0.06369474456963667,0,0.3327758331947163,-0.023134999487964776,11.236646799859232,0.39726519207596067,11.29290092011787,0.32308182537491287,102608,0.102608
noise,sigma=0.0,0.0,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.0657899735551061,-0.002546633698271031,0.0030219106914479315,-0.07171291851034405,-0.05986702859986816,1,0.33690467702629867,-0.02216494979215175,11.240756674307555,0.3980086749425951,11.240756674307555,0.3980086749425951,102397,0.102397
noise,sigma=0.1,0.1,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.06567410095349739,-0.0024307610966623205,0.003033575856478246,-0.07161990963219475,-0.05972829227480003,1,0.3370455966806763,-0.0221351665423385,11.240756674307555,0.3980086749425951,11.29895724156796,0.4123551990440238,102397,0.102397
noise,sigma=0.2,0.2,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.06519616874710712,-0.0019528288902720542,0.0030854836040838446,-0.07124371661111147,-0.05914862088310279,1,0.33657055831888905,-0.02194311091546635,11.240756674307555,0.3980086749425951,11.464905830605154,0.4537538433113253,102397,0.102397
noise,sigma=0.4,0.4,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.0650104145226422,-0.0017670746658071251,0.0032433361852004247,-0.07136735344563502,-0.05865347559964936,1,0.3382219633113111,-0.021987950035530217,11.240756674307555,0.3980086749425951,12.181081306908201,0.5997050560161434,102397,0.102397
spatial,state_K10,0.0,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.06694616033670077,-0.0037028204798656983,0.0029918826765819562,-0.07281025038280141,-0.061082070290600136,1,0.33726549724796034,-0.022578630054799063,11.240756674307555,0.3980086749425951,11.140457769097173,0.3752504139946528,102397,0.102397
temporal,no_b_term,0.0,T2-a,0.5,0.3,456,1000000,0.338206,-0.06324333985683507,0.03364812530893856,0.00220211693089424,-0.06544545678772931,-0.0705154654232248,-0.007272125566389731,0.0029732889422642147,-0.07634311175006267,-0.06468781909638693,0,0.3333037578519805,-0.023503069612242224,11.240756674307555,0.3980086749425951,11.293094022248477,0.3235161665189187,102397,0.102397
noise,sigma=0.0,0.0,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.061742477436405346,0.0011953739505107391,0.0030208931936900347,-0.06766342809603781,-0.05582152677677288,1,0.3375660616958463,-0.020842164947552005,11.236585141342275,0.39750007020139116,11.236585141342275,0.39750007020139116,102469,0.102469
noise,sigma=0.1,0.1,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.061076734821560216,0.0018611165653558692,0.00302977280352029,-0.06701508951645999,-0.05513838012666045,1,0.33781816330721554,-0.020632830378221327,11.236585141342275,0.39750007020139116,11.291588119431308,0.4120658517945636,102469,0.102469
noise,sigma=0.2,0.2,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.0624864911792817,0.0004513602076343867,0.003083930461730717,-0.0685309948842739,-0.056441987474289496,1,0.3376037649755427,-0.02109567468223654,11.236585141342275,0.39750007020139116,11.46586118977547,0.4526676729459645,102469,0.102469
noise,sigma=0.4,0.4,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.06059225037817522,0.002345601008740865,0.0032667166633449,-0.06699501503833122,-0.054189485718019216,1,0.3369002347371689,-0.020413543375660544,11.236585141342275,0.39750007020139116,12.168364456100996,0.5986303758492366,102469,0.102469
spatial,state_K10,0.0,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.06283838496284934,9.946642406674644e-05,0.002987800989222166,-0.06869447490172478,-0.056982295023973895,1,0.33700685915197914,-0.02117696675051281,11.236585141342275,0.39750007020139116,11.136284661520786,0.3747593046365185,102469,0.102469
temporal,no_b_term,0.0,T2-a,0.5,0.3,789,1000000,0.337737,-0.06293785138691609,0.033686821966642,0.00219408804808913,-0.06513193943500521,-0.06613953657268064,-0.0032016851857645523,0.0029622912279726257,-0.07194562737950698,-0.06033344576585429,1,0.33421532256026326,-0.022104846549624788,11.236585141342275,0.39750007020139116,11.288445445659972,0.323299208200763,102469,0.102469
noise,sigma=0.0,0.0,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.06074707829281609,0.0021816009936487246,0.0029964025751112178,-0.06662002734003407,-0.0548741292455981,1,0.33797373372624423,-0.020530916863583534,11.234055969553468,0.3970079511231999,11.234055969553468,0.3970079511231999,102716,0.102716
noise,sigma=0.1,0.1,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.06038658400797881,0.0025420952784859993,0.003006870778408935,-0.06628005073366032,-0.0544931172822973,1,0.3384087987830945,-0.020435351356754533,11.234055969553468,0.3970079511231999,11.291617855274199,0.4114303811314578,102716,0.102716
noise,sigma=0.2,0.2,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.06113482397143829,0.0017938553150265227,0.003074094261533679,-0.0671600487240443,-0.05510959921883228,1,0.336955852650844,-0.020599736737955246,11.234055969553468,0.3970079511231999,11.46283667108638,0.45274580800587844,102716,0.102716
noise,sigma=0.4,0.4,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.05759026334435881,0.0053384159421060035,0.0032471794461106603,-0.0639547350587357,-0.051225791629981914,1,0.337096563908401,-0.01941347988796329,11.234055969553468,0.3970079511231999,12.166051240405913,0.5989203886752426,102716,0.102716
spatial,state_K10,0.0,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.06223797390685542,0.0006907053796093923,0.002969409623610769,-0.06805801676913252,-0.05641793104457831,1,0.33782326433593607,-0.02102543551086871,11.234055969553468,0.3970079511231999,11.13465241531425,0.37476429010061474,102716,0.102716
temporal,no_b_term,0.0,T2-a,0.5,0.3,2026,1000000,0.338805,-0.06292867928646481,0.03369716560040566,0.002194465390602307,-0.06512314467706712,-0.06547994357020961,-0.002551264283744803,0.002945845989218753,-0.07125380170907837,-0.05970608543134086,1,0.3345151163921433,-0.021904030944739646,11.234055969553468,0.3970079511231999,11.288685920698294,0.32326310024423105,102716,0.102716
noise,sigma=0.0,0.0,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.059849331970383716,-0.0010642958707463915,0.003196417154636347,-0.06611430959347096,-0.05358435434729648,1,0.30316983450181073,-0.01814451206850516,11.064440939243926,0.3598259389285863,11.064440939243926,0.3598259389285863,101536,0.101536
noise,sigma=0.1,0.1,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.05950656499029341,-0.0007215288906560827,0.0032087811704290966,-0.06579577608433444,-0.05321735389625238,1,0.3031250480474517,-0.018037930371821498,11.064440939243926,0.3598259389285863,11.11857069170678,0.375377644506039,101536,0.101536
noise,sigma=0.2,0.2,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.05968087502532385,-0.0008958389256865235,0.0032598574517395144,-0.0660701956307333,-0.0532915544199144,1,0.30350722181889445,-0.018113576574656683,11.064440939243926,0.3598259389285863,11.286159991324485,0.41922018772715286,101536,0.101536
noise,sigma=0.4,0.4,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.06138997786606553,-0.002604941766428205,0.003482061317218375,-0.06821481804781354,-0.05456513768431751,1,0.30197697966943365,-0.018538360097967853,11.064440939243926,0.3598259389285863,11.987415801615997,0.5710092874426527,101536,0.101536
spatial,state_K10,0.0,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.06058979140737609,-0.0018047553077387632,0.0031464521482012947,-0.06675683761785063,-0.05442274519690155,1,0.3033390136808856,-0.018379247564644062,11.064440939243926,0.3598259389285863,10.96817121751809,0.33807910910561345,101536,0.101536
temporal,no_b_term,0.0,T2-b,1.0,0.3,42,1000000,0.299482,-0.058785036099637325,0.03465861469502464,0.002110556894198394,-0.06089559299383572,-0.0635493798317602,-0.00476434373212288,0.003127613978709646,-0.06967950323003111,-0.0574192564334893,1,0.2995935464141815,-0.0190389840762189,11.064440939243926,0.3598259389285863,11.13835058060382,0.28695994622939897,101536,0.101536
noise,sigma=0.0,0.0,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.059794601590474006,-0.0012125131021834407,0.003245999755760776,-0.06615676111176513,-0.053432442069182885,1,0.2965384774276577,-0.017731400114032562,11.065898083706706,0.3594091363555838,11.065898083706706,0.3594091363555838,101691,0.101691
noise,sigma=0.1,0.1,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.0598611911681023,-0.001279102679811732,0.003266508488763213,-0.0662635478060782,-0.0534588345301264,1,0.29615092305938423,-0.017727947019867754,11.065898083706706,0.3594091363555838,11.123067845192924,0.37461601446775483,101691,0.101691
noise,sigma=0.2,0.2,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.059430010812379405,-0.00084792232408884,0.0033116286782347783,-0.06592080302171957,-0.05293921860303924,1,0.2965721526482172,-0.017625286238534182,11.065898083706706,0.3594091363555838,11.286524439293498,0.41830325996876744,101691,0.101691
noise,sigma=0.4,0.4,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.05798628518144999,0.0005958033068405727,0.0034906963726910084,-0.06482805007192437,-0.05114452029097562,1,0.2962617852608336,-0.017179120368500195,11.065898083706706,0.3594091363555838,11.988599961721075,0.5686927481161466,101691,0.101691
spatial,state_K10,0.0,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.06179079732003002,-0.0032087088317394527,0.003212563236530816,-0.06808742126363042,-0.05549417337642962,1,0.29634331626201493,-0.01831128979229172,11.065898083706706,0.3594091363555838,10.969891955964352,0.33778276086699505,101691,0.101691
temporal,no_b_term,0.0,T2-b,1.0,0.3,123,1000000,0.300265,-0.058582088488290565,0.034686081455763636,0.0021049971974070134,-0.06068708568569758,-0.06394713644929848,-0.00536504796100791,0.0031831720582190188,-0.07018615368340775,-0.0577081192151892,1,0.2931923905984009,-0.01874881380749196,11.065898083706706,0.3594091363555838,11.141966624541784,0.28668769561606355,101691,0.101691
noise,sigma=0.0,0.0,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06350101502554999,-0.00468612823757681,0.0032636562513685724,-0.06989778127823239,-0.057104248772867586,1,0.29602127029164993,-0.018797651132672455,11.070840280539201,0.3596520351346445,11.070840280539201,0.3596520351346445,101603,0.101603
noise,sigma=0.1,0.1,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06350406050188405,-0.004689173713910873,0.0032797471894792153,-0.06993236499326332,-0.05707575601050479,1,0.29584891596865237,-0.01878760745909011,11.070840280539201,0.3596520351346445,11.128160515966389,0.37509758128051063,101603,0.101603
noise,sigma=0.2,0.2,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06269286830517773,-0.0038779815172045526,0.0033250215618080476,-0.0692099105663215,-0.056175826044033955,1,0.29644791732191134,-0.018585170240006804,11.070840280539201,0.3596520351346445,11.292057933539443,0.41927029602992133,101603,0.101603
noise,sigma=0.4,0.4,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06311666628560422,-0.004301779497631046,0.0035095449319346305,-0.0699953743521961,-0.05623795821901235,1,0.29752423381819854,-0.01877873777778332,11.070840280539201,0.3596520351346445,11.996574521664172,0.5701218011168007,101603,0.101603
spatial,state_K10,0.0,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06421992162185064,-0.005405034833877463,0.0032260467155894373,-0.07054297318440594,-0.05789687005929534,1,0.2962638351048667,-0.01902604026982342,11.070840280539201,0.3596520351346445,10.97482460474141,0.33807521155373177,101603,0.101603
temporal,no_b_term,0.0,T2-b,1.0,0.3,456,1000000,0.300074,-0.05881488678797318,0.03464433705267627,0.0021107275171272544,-0.060925614305100434,-0.06723872320602352,-0.008423836418050341,0.00319970195845443,-0.0735101390445942,-0.06096730736745284,0,0.29284251408902484,-0.019690356747787983,11.070840280539201,0.3596520351346445,11.143664763288424,0.2869141146374003,101603,0.101603
noise,sigma=0.0,0.0,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.05714809515371952,0.0013965718970409824,0.0032390564475205507,-0.0634966457908598,-0.05079954451657924,1,0.29677163180696897,-0.016959933453429277,11.073278068739695,0.3598779595770917,11.073278068739695,0.3598779595770917,101546,0.101546
noise,sigma=0.1,0.1,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.05636771590128596,0.0021769511494745403,0.0032462526792846912,-0.06273037115268396,-0.05000506064988797,1,0.29726615180858257,-0.016756213992214726,11.073278068739695,0.3598779595770917,11.12743739994408,0.3755342169356208,101546,0.101546
noise,sigma=0.2,0.2,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.05786532701410752,0.0006793400366529798,0.0033078336464396146,-0.06434868096112917,-0.051381973067085876,1,0.2967200134984276,-0.01716980061271691,11.073278068739695,0.3598779595770917,11.299694641740174,0.41880946693596033,101546,0.101546
noise,sigma=0.4,0.4,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.055506666028381856,0.003038001022378646,0.003468508118671666,-0.06230494194097832,-0.04870839011578539,1,0.2995158054389005,-0.016625123782718847,11.073278068739695,0.3598779595770917,11.993350863816433,0.5710464456539922,101546,0.101546
spatial,state_K10,0.0,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.05803791443118803,0.0005067526195724689,0.003199817980513484,-0.06430955767299446,-0.0517662711893816,1,0.296333479331718,-0.017198577116550477,11.073278068739695,0.3598779595770917,10.977145874162558,0.33827054341078266,101546,0.101546
temporal,no_b_term,0.0,T2-b,1.0,0.3,789,1000000,0.299007,-0.0585446670507605,0.034691780813923496,0.0021040106328542568,-0.06064867768361476,-0.06105041714457892,-0.0025057500938184193,0.0031740326300269276,-0.0672715210994317,-0.05482931318972614,1,0.2931436940190587,-0.01789654480316634,11.073278068739695,0.3598779595770917,11.145654336286556,0.2871784816137895,101546,0.101546
noise,sigma=0.0,0.0,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.056434777478514456,0.002163693620984994,0.0031847206719092594,-0.06267682999545661,-0.05019272496157231,1,0.3012776139894831,-0.017002535104754253,11.064569033492104,0.35895137408043176,11.064569033492104,0.35895137408043176,101818,0.101818
noise,sigma=0.1,0.1,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.05602077558901378,0.0025776955104856725,0.0031995896487811756,-0.06229197130062488,-0.04974957987740267,1,0.3013356354048218,-0.016881056007986395,11.064569033492104,0.35895137408043176,11.12143526532683,0.37449667132149717,101818,0.101818
noise,sigma=0.2,0.2,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.05697176953672468,0.0016267015627747725,0.003264924762179092,-0.0633710220705957,-0.05057251700285366,1,0.30066602943690296,-0.017129475736601313,11.064569033492104,0.35895137408043176,11.289895939714519,0.4183637063237776,101818,0.101818
noise,sigma=0.4,0.4,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.05255012051680787,0.0060483505826915765,0.0034387116415014944,-0.0592899953341508,-0.045810245699464944,1,0.30098942315048877,-0.015817030460842665,11.064569033492104,0.35895137408043176,11.983925201827851,0.5702316609395333,101818,0.101818
spatial,state_K10,0.0,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.0575815768156167,0.001016894283882748,0.0031536964821586968,-0.06376282192064775,-0.05140033171058565,1,0.3008301481185789,-0.0173222742823433,11.064569033492104,0.35895137408043176,10.969309748697198,0.33775712012695064,101818,0.101818
temporal,no_b_term,0.0,T2-b,1.0,0.3,2026,1000000,0.299895,-0.05859847109949945,0.0346791781914513,0.0021051517537960915,-0.060703622853295544,-0.060660910277768855,-0.0020624391782694054,0.0031312005926545203,-0.06679806343937171,-0.05452375711616599,1,0.29720388005753856,-0.018028657902375123,11.064569033492104,0.35895137408043176,11.139281379552756,0.2867381532225058,101818,0.101818
noise,sigma=0.0,0.0,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.017397171212680612,0.0008966053020466047,0.002849067086178879,-0.022981342701591214,-0.01181299972377001,1,0.3381143448845291,-0.005882233147419494,7.996490490729096,0.42163051564651205,7.996490490729096,0.42163051564651205,145874,0.145874
noise,sigma=0.1,0.1,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.017234482665107118,0.0010592938496200993,0.0028621271606041596,-0.02284425189989127,-0.011624713430322965,1,0.33779406781568905,-0.005821706006145511,7.996490490729096,0.42163051564651205,8.035769179661607,0.43562099312176866,145874,0.145874
noise,sigma=0.2,0.2,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.017336502202980844,0.0009572743117463728,0.0029104173400366436,-0.023040920189452665,-0.011632084216509023,1,0.3381994284070889,-0.005863195135626359,7.996490490729096,0.42163051564651205,8.15659289535969,0.4755703934500476,145874,0.145874
noise,sigma=0.4,0.4,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.019528679831714416,-0.0012349033169871994,0.003085666711865912,-0.0255765865869716,-0.01348077307645723,1,0.3379120181222274,-0.006598975613197458,7.996490490729096,0.42163051564651205,8.664907606794237,0.6192091347340828,145874,0.145874
spatial,state_K10,0.0,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.018369566200849778,-7.578968612256126e-05,0.0028059489658674684,-0.023869226173950014,-0.01286990622774954,1,0.3381471021727796,-0.006211615578988389,7.996490490729096,0.42163051564651205,7.926555074535702,0.3952011486701177,145874,0.145874
temporal,no_b_term,0.0,T2-c,0.5,3.972,42,1000000,0.338096,-0.018293776514727217,0.7196200661921519,0.046952606371090985,-0.0652463828858182,-0.03599396946944062,-0.017700192954713402,0.0031454785120780177,-0.04215910735311353,-0.029828831585767705,0,0.2839230745513076,-0.010219518477069478,7.996490490729096,0.42163051564651205,11.288710928399665,0.3233701104029515,145874,0.145874
noise,sigma=0.0,0.0,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.021212513618029883,-0.002928168200934663,0.0028471869235169632,-0.02679299998812313,-0.015632027247936636,1,0.33621330925386816,-0.0071319294011105705,7.991360783986129,0.42110723102034303,7.991360783986129,0.42110723102034303,145927,0.145927
noise,sigma=0.1,0.1,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.02121457820335827,-0.002930232786263049,0.0028655050283485275,-0.026830968058921382,-0.015598188347795156,1,0.3357036694759466,-0.007121811749251805,7.991360783986129,0.42110723102034303,8.032833452253337,0.4347663406359913,145927,0.145927
noise,sigma=0.2,0.2,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.02115306472251965,-0.002868719305424431,0.0029031447198448455,-0.02684322837341555,-0.015462901071623753,1,0.3363819793767005,-0.007115509781244617,7.991360783986129,0.42110723102034303,8.150734900741165,0.4746199475690993,145927,0.145927
noise,sigma=0.4,0.4,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.020014247777088646,-0.0017299023599934259,0.0030666995221670305,-0.026024978840536027,-0.014003516713641266,1,0.3361667447348599,-0.006728124523540796,7.991360783986129,0.42110723102034303,8.660061082505202,0.6166656877797845,145927,0.145927
spatial,state_K10,0.0,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.023098525690725513,-0.004814180273630293,0.002814760970844027,-0.028615457193579805,-0.01758159418787122,1,0.33620537833083386,-0.007765848568734857,7.991360783986129,0.42110723102034303,7.921805375404961,0.39495171263494827,145927,0.145927
temporal,no_b_term,0.0,T2-c,0.5,3.972,123,1000000,0.338463,-0.01828434541709522,0.719692745772346,0.0469453093325654,-0.06522965474966062,-0.04140293292165995,-0.023118587504564733,0.003171089202051896,-0.047618267757681666,-0.03518759808563824,0,0.282102771642616,-0.011679882131333585,7.991360783986129,0.42110723102034303,11.29290092011787,0.32308182537491287,145927,0.145927
noise,sigma=0.0,0.0,T2-c,0.5,3.972,456,1000000,0.338206,-0.018423847190909046,0.7184854672087273,0.047021609596820266,-0.06544545678772931,-0.0226611070960759,-0.004237259905166855,0.0028455318461624375,-0.028238349514554277,-0.017083864677597524,1,0.33582712501506395,-0.007610214445733635,7.998923044355722,0.4217494171599284,7.998923044355722,0.4217494171599284,145791,0.145791
noise,sigma=0.1,0.1,T2-c,0.5,3.972,456,1000000,0.338206,-0.018423847190909046,0.7184854672087273,0.047021609596820266,-0.06544545678772931,-0.02264003235636737,-0.004216185165458325,0.002857019997163539,-0.028239791550807906,-0.017040273161926835,1,0.33586425542428394,-0.007603977610153023,7.998923044355722,0.4217494171599284,8.040509336479841,0.4356358615117221,145791,0.145791
