make,model,year,esc_consensus,T_assign
HARLEY DAVIDSON,DYNA WIDE GLIDE 105TH ANNIVERSARY,2008,not_found,
YAMAHA,XVZ13TF/XVZ13TFC/XVZ13TFS/XVZ13TFSC/ROYAL STAR,2001,not_found,
ZHEJIANG TAIZHOU WANGYE POWER CO,UNITED MOTORS,2008,not_found,
ZHEJIANG TAIZHOU WANGYE POWER CO,WANGYE,2008,not_found,
HONDA,VFR800 (INTERCEPTOR),2006,not_found,
HONDA,CHF50 (METROPOLITAN),2007,not_found,
GMC,W5,2009,not_found,
NEOPLAN,TRANSIT BUS,2004,not_found,
YAMAHA,TT-R125/TT-R125LW/TTR125L,2001,not_found,
SUZUKI,VS800,2006,not_found,
YAMAHA,XV1900CT/CTC/STRATOLINER,2007,not_found,
SPARTAN MOTORS CHASSIS,GLADIATOR,2005,not_found,
VICTORY,NESS JACKPOT,2010,not_found,
MITSUBISHI FUSO,FE649,2005,not_found,
STERLING TRUCK,L8500 SERIES,2007,not_found,
WABASH NATIONAL CORPORATION,FRP DROP FRAME,2006,not_found,
SPECTOR MANUFACTURING,SPECTOR MANUFACTURING INC.,2004,not_found,
HARLEY DAVIDSON,NIGHT ROD,2006,not_found,
INTERNATIONAL,DF597,2002,not_found,
HONDA,CRF50,2005,not_found,
HME INC.,FIRE TRUCK,2009,not_found,
WORKHORSE,W42,2010,not_found,
SUZUKI,GSX1300RK,2004,not_found,
HONDA,ST1300,2005,not_found,
KAWASAKI,CONCOURS,2004,not_found,
YAMAHA,FZS1000/FZS1000C,2002,not_found,
BUELL,BLAST,2000,not_found,
TRIUMPH,SPEED TRIPLE,2005,not_found,
SUZUKI,GZ250K,2004,not_found,
NEW FLYER,LOW FLOOR,2005,not_found,
YAMAHA,XVZ13TF/XVZ13TFC/XVZ13TFS/XVZ13TFSC/ROYAL STAR,2004,not_found,
HARLEY DAVIDSON,ROAD KING SHRINE,2008,not_found,
YAMAHA,XVS1300CT/XVS1300CTC/V STAR 1300,2008,not_found,
HONDA,GL1100 (GOLDWING),2002,not_found,
ELDORADO NATIONAL,TRANSMARK,2010,not_found,
YAMAHA,XF50 C3,2008,not_found,
JAGUAR,XJ,2006,not_found,
MOTO GUZZI,V11,2004,not_found,
HARLEY DAVIDSON,SPORTSTER 1200,2002,not_found,
INTERNATIONAL,F-8100,2003,not_found,
"GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.","GUANGZHOU PANYU HUANAN MOTORS GROUP CO., LTD.",2006,not_found,
KTM,V-TWIN LC8 ADVENTURE,2004,not_found,
PIERCE MANUFACTURING,ARROW XT,2008,not_found,
ROLLS ROYCE,PHANTOM,2008,not_found,
AMERICAN IRONHORSE MOTORCYCLES,TEXAS CHOPPER,2007,not_found,
HARLEY DAVIDSON,FLHTPI / ELECTRA GLIDE STANDARD POLICE,2002,not_found,
CHONGQING ASTRONAUTIC BASHAN,TPGS-822,2008,not_found,
AUTOCAR,XPEDITOR,2010,not_found,
INTERNATIONAL,MA065,2010,not_found,
SUZUKI,GS500(GS500H)/GS500F(GS500FH),2004,not_found,
APRILIA,SCARABEO 50,2003,not_found,
INTERNATIONAL,MF035,2002,not_found,
HARLEY DAVIDSON,FXST / SOFTAIL STANDARD,2000,not_found,
MACK,RB,2005,not_found,
KENWORTH,T600,2002,not_found,
HONDA,PS250 (BIG RUCKUS),2005,not_found,
MERCEDES-BENZ,G-CLASS,2010,Standard,1.0
KTM,ENDURO FOUR-STROKE/EXC-R,2002,not_found,
ROADMASTER,INCOMPLETE VEHICLE CHASSIS,2002,not_found,
PORSCHE,BOXSTER,2002,Optional,
GMC,C6,2007,not_found,
HONDA,VTX1800S1 (VTX),2005,not_found,
DUCATI,996,2000,not_found,
KAWASAKI,KLX400R,2003,not_found,
ISUZU,NQR/NRR,2009,not_found,
NEW FLYER,LOW FLOOR RE-STYLED,2007,not_found,
PETERBILT,357,2002,not_found,
INTERNATIONAL,5500I,2005,not_found,
MITSUBISHI FUSO,FE639,2004,not_found,
JAGUAR,XJ,2009,not_found,
HONDA,CRF250,2004,not_found,
FREIGHTLINER,114SD,2006,not_found,
INTERNATIONAL,4900,2009,not_found,
KENWORTH,T680,2007,not_found,
DAEWOO,LANOS,2001,not_found,
PREVOST,H3 COACH,2001,not_found,
LOTUS,ELISE,2006,not_found,
PETERBILT,335,2009,not_found,
INTERNATIONAL,5900I,2005,not_found,
CHEVROLET,W5,2001,not_found,
HONDA,VTX1300S,2007,not_found,
INDIAN MOTORCYCLE,SCOUT,2001,not_found,
MERCEDES-BENZ,CL-CLASS,2000,not_found,
YAMAHA,YZ450F,2005,not_found,
TRIUMPH,BONNEVILLE,2003,not_found,
BMW,K 1200 LT,2004,not_found,
GREAT DANE TRAILERS,GREAT DANE TRAILERS,2004,not_found,
TOYOTA,MR2,2000,not_found,
STERLING TRUCK,L9500 SERIES,2002,not_found,
FORD,THUNDERBIRD,2003,No,0.0
UD,UD1800 CS,2007,not_found,
KAWASAKI,KX450F,2008,not_found,
MOTOR COACH INDUSTRIES,102DL3 INTERCITY/D4500,2005,not_found,
JAGUAR,XK8,2001,not_found,
CADILLAC,CATERA,2000,not_found,
GENUINE SCOOTERS,BUDDY 50,2007,not_found,
THOMAS BUILT,MVP-ER (ENGINE REAR),2002,not_found,
MERCEDES-BENZ,G-CLASS,2008,Standard,1.0
AUDI,S5,2008,not_found,
FORD,MOTORHOME CHASSIS,2000,not_found,
INTERNATIONAL,7600,2005,not_found,
CHEVROLET,C4,2008,not_found,
FREIGHTLINER,MT 55 CHASSIS,2010,not_found,
FREIGHTLINER,CORONADO,2003,not_found,
"ECONOLINE TRAILER, INC","ECONOLINE TRAILER, INC",2004,not_found,
FREIGHTLINER,MT 45 CHASSIS,2002,not_found,
GREAT DANE TRAILERS,GREAT DANE TRAILERS,2008,not_found,
BMW,745I,2002,not_found,
INTERNATIONAL,SA525,2005,not_found,
HONDA,CB900 (919),2004,not_found,
LEXUS,SC,2006,not_found,
HARLEY DAVIDSON,CVO ROAD GLIDE,2000,not_found,
WORKHORSE,W42,2006,not_found,
YAMAHA,TT-R125E (ELECTRIC START),2005,not_found,
INTERNATIONAL,MF035,2003,not_found,
INTERNATIONAL,SF625,2008,not_found,
COUNTRY COACH,MAGNA,2006,not_found,
PREVOST,H3 COACH,2010,not_found,
GMC,C6,2005,not_found,
HONDA,CRF100F,2004,not_found,
VOLVO,V40,2001,not_found,
MITSUBISHI FUSO,FH211,2003,not_found,
HONDA,CRF450,2009,not_found,
MERCEDES-BENZ,METRIS,2010,not_found,
MITSUBISHI FUSO,FE649,2004,not_found,
ORION BUS,ORION VII,2008,not_found,
ELDORADO NATIONAL,EZ - RIDER II MAX,2007,not_found,
BMW,325XIT,2006,not_found,
SUZUKI,VS800,2007,not_found,
HARLEY DAVIDSON,SPORTSTER 883,2003,not_found,
SAAB,9-5,2007,Standard,1.0
MITSUBISHI,RAIDER,2009,No,0.0
INTERNATIONAL,SA525,2008,not_found,
VOLVO,V50,2010,Standard,1.0
CHEVROLET,C4,2003,not_found,
YAMAHA,YZ250F,2004,not_found,
TOYOTA,PICK-UP,2006,not_found,
LEXUS,SC,2008,not_found,
KAWASAKI,ZX-12R,2003,not_found,
LEXUS,LX,2004,not_found,
HONDA,VTR1000F (SUPERHAWK),2004,not_found,
KAWASAKI,BRUTE FORCE 650,2005,not_found,
KAWASAKI,KX125,2003,not_found,
SUZUKI,DL650,2007,not_found,
JAGUAR,XK,2008,not_found,
SUZUKI,AN650,2005,not_found,
WORKHORSE,W62,2007,not_found,
DAEWOO,LEGANZA,2000,not_found,
YAMAHA,YP400,2007,not_found,
GILLIG,CITY SUBURBAN BUS,2003,not_found,
HONDA,VT1100C (SHADOW SPIRIT 1100),2000,not_found,
KAWASAKI,KX85,2004,not_found,
YAMAHA,FZ1-SC,2009,not_found,
HONDA,CRF450,2003,not_found,
INFINITI,M45,2009,not_found,
YAMAHA,TT-R110E,2008,not_found,
PORSCHE,CAYMAN,2007,Standard,1.0
HARLEY DAVIDSON,FAT BOY,2010,not_found,
MITSUBISHI,ECLIPSE,2005,No,0.0
HONDA,CRF450,2004,not_found,
JIALING,HOT ROD,2008,not_found,
SUZUKI,VL1500,2000,not_found,
YAMAHA,YFZ-R3,2006,not_found,
VOLVO,C70,2000,not_found,
INTERNATIONAL,F-4900,2001,not_found,
YAMAHA,XV1900 ROADLINER,2007,not_found,
HONDA,VFR800FI (INTERCEPTOR),2000,not_found,
INTERNATIONAL,9200I,2000,not_found,
KAWASAKI,VULCAN 800,2002,not_found,
INTERNATIONAL,SA637,2010,not_found,
SUZUKI,DR-Z400SK,2004,not_found,
SYM,SYMBA,2010,not_found,
YAMAHA,XVS650 (V STAR 650),2003,not_found,
GREAT DANE TRAILERS,GREAT DANE TRAILERS,2005,not_found,
INTERNATIONAL,4200,2003,not_found,
KAWASAKI,KLX110,2008,not_found,
HONDA,CBR600,2010,not_found,
BMW,X6,2009,not_found,
ELDORADO NATIONAL,AXESS,2009,not_found,
TRIUMPH,SPEEDMASTER,2006,not_found,
SOUTHWEST GOLF CARS,STANDARD CLUB CAR,2009,not_found,
YAMAHA,YZF-R6,2006,not_found,
AUDI,S6,2007,not_found,
VICTORY,HAMMER EIGHT BALL,2010,not_found,
BUICK,ALLURE,2009,not_found,
BMW,R 1200 ST,2005,not_found,
BUELL,XB12X,2006,not_found,
VICTORY,NESS JACKPOT,2007,not_found,
KAWASAKI,KFX700,2004,not_found,
INTERNATIONAL,SF547,2007,not_found,
SUZUKI,AN650,2009,not_found,
HME INC.,FIRE TRUCK,2006,not_found,
YAMAHA,FZ6R,2010,not_found,
MAZDA,MX-5,2005,not_found,
INTERNATIONAL,5900I,2003,not_found,
"DAELIM MOTOR CO., LTD","DAELIM MOTOR CO., LTD",2005,not_found,
YAMAHA,YZ250,2005,not_found,
HARLEY DAVIDSON,POLICE ROAD KING,2000,not_found,
YAMAHA,YZF-R1,2003,not_found,
HONDA,VT600C (SHADOW VLX),2000,not_found,
YAMAHA,XVS950 V STAR 950,2010,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE,2006,not_found,
INTERNATIONAL,SF625,2007,not_found,
YAMAHA,WR250F,2006,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2008,not_found,
HONDA,TRX650FGA (FOURTRAX RINCON),2005,not_found,
STERLING TRUCK,A9500 SERIES,2002,not_found,
VOLVO,C70,2009,Standard,1.0
TOYOTA,PRIUS V,2004,Optional,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2001,not_found,
FORD,THUNDERBIRD,2005,No,0.0
KTM,V-TWIN RC8 + RC8 R,2010,not_found,
YAMAHA,TTR90,2001,not_found,
INTERNATIONAL,1652-UPS,2001,not_found,
BMW,R 1150 RT,2002,not_found,
KTM,MINIS,2005,not_found,
PETERBILT,337,2004,not_found,
HARLEY DAVIDSON,ROAD KING SHRINE,2002,not_found,
KAWASAKI,Z750S,2005,not_found,
KAWASAKI,SUPER SHERPA,2002,not_found,
AUDI,A3,2008,not_found,
INTERNATIONAL,4300,2004,not_found,
TRIUMPH,SPEEDMASTER,2004,not_found,
YAMAHA,XV250C,2009,not_found,
DODGE,VIPER,2004,No,0.0
TRIUMPH,SPEED TRIPLE,2009,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2001,not_found,
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-14,2006,not_found,
TRIUMPH,SPEEDMASTER,2009,not_found,
HARLEY DAVIDSON,FLHTCI / ELECTRA GLIDE CLASSIC,2001,not_found,
KAWASAKI,KX450F,2006,not_found,
LEXUS,SC,2010,not_found,
JAGUAR,XJ,2003,not_found,
APRILIA,ATLANTIC 500,2003,not_found,
YAMAHA,PW80,2001,not_found,
KAWASAKI,NINJA ZX-14,2010,not_found,
YAMAHA,YZF-R6,2001,not_found,
SATURN,LW2,2001,not_found,
FREIGHTLINER,FLD120,2008,not_found,
SUZUKI,DR-Z125,2007,not_found,
HONDA,VT600C (SHADOW VLX),2006,not_found,
HARLEY DAVIDSON,CVO SOFTAIL SPRINGER,2007,not_found,
HARLEY DAVIDSON,FLHTPI / ELECTRA GLIDE STANDARD POLICE,2000,not_found,
UD,UD2600,2003,not_found,
AMERICAN IRONHORSE MOTORCYCLES,CLASSIC,2003,not_found,
KYMCO,TOMOS/KYMCO PRODUCTS,2001,not_found,
YAMAHA,XT225/XT225C,2005,not_found,
HONDA,VFR800A (INTERCEPTOR),2004,not_found,
STREET STEEL MOTORSPORTS,SAXON MOTORCYLE,2006,not_found,
HARLEY DAVIDSON,SOFTAIL CUSTOM,2009,not_found,
PETERBILT,330,2010,not_found,
FORD,TRANSIT,2000,not_found,
KAWASAKI,KX125,2001,not_found,
SUZUKI,AN650K,2004,not_found,
INTERNATIONAL,L9327,2008,not_found,
HONDA,ST1300,2004,not_found,
MITSUBISHI,ECLIPSE,2010,Standard,1.0
CHUNFENG,CHUNFENG SCOOTER,2006,not_found,
HARLEY DAVIDSON,FLTR / ROAD GLIDE,2001,not_found,
HONDA,CN250 (HELIX),2001,not_found,
KTM,MINIS,2006,not_found,
KAWASAKI,NINJA ZX-9R,2003,not_found,
SUZUKI,LT-Z400K,2004,not_found,
GREAT DANE TRAILERS,GREAT DANE TRAILERS,2006,not_found,
MITSUBISHI FUSO,FE85D,2006,not_found,
TRIUMPH,DAYTONA,2001,not_found,
ISUZU,I-370,2008,No,0.0
ROYAL ENFIELD,BULLET,2008,not_found,
SUZUKI,GZ250K,2003,not_found,
TRIUMPH,SPRINT,2002,not_found,
HONDA,VTX1800N1/VTX1800N,2007,not_found,
YAMAHA,YZ125,2005,not_found,
LAND ROVER,RANGE ROVER SPORT,2010,Standard,1.0
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY150T-4,2008,not_found,
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,2009,not_found,
HARLEY DAVIDSON,SUPERLOW 1200T,2006,not_found,
SUZUKI,AN400K,2004,not_found,
YAMAHA,YXR700F (RHINO 700),2008,not_found,
FREIGHTLINER,XC RAISED RAIL REAR ENGINE MOTOR HOME CHASSIS,2009,not_found,
YAMAHA,YZF-R6,2005,not_found,
HARLEY DAVIDSON,FLHP / POLICE ROAD KING,2009,not_found,
CHEVROLET,EQUINOX,2002,not_found,
HONDA,CBR1100XX,2001,not_found,
SWIFT,PUNISHER SF,2006,not_found,
HONDA,NSS250 (REFLEX),2004,not_found,
HONDA,CB250 (NIGHTHAWK),2008,not_found,
SUZUKI,RM85L,2007,not_found,
CHEVROLET,TRAVERSE,2007,not_found,
SPARTAN MOTORS CHASSIS,METRO STAR,2002,not_found,
ISUZU,NQR/NRR,2006,not_found,
KAWASAKI,KLX250S,2009,not_found,
BIG DOG MOTORCYCLES,CHOPPER - DT,2003,not_found,
INTERNATIONAL,L9217,2009,not_found,
ORION BUS,ORION VII,2007,not_found,
PIAGGIO AND VESPA,LX,2006,not_found,
KYMCO,XCITING,2009,not_found,
YAMAHA,YZ250F,2001,not_found,
KAWASAKI,ELIMINATOR 125,2007,not_found,
YAMAHA,XV1600 ROAD STAR,2003,not_found,
YAMAHA,XVS1100 / V STAR 1100,2005,not_found,
HONDA,NPS50 (RUCKUS),2009,not_found,
KAWASAKI,KX450F,2009,not_found,
SUZUKI,RM80,2001,not_found,
LEXUS,NX,2000,not_found,
SUZUKI,GSF1250SA,2008,not_found,
UTILITY TRAILER MANUFACTURER,UTILITY TRAILER MANUFACTURER,2003,not_found,
MACK,CV,2002,not_found,
TRIUMPH,THRUXTON,2010,not_found,
"ZONGSHEN INDUSTRIAL GROUP CO., LTD.",UM DUAL SPORTMOTO 200,2007,not_found,
BMW,325XIT,2003,not_found,
YAMAHA,XVS650 (V STAR 650),2004,not_found,
YAMAHA,WF450F,2007,not_found,
FREIGHTLINER,FL80,2002,not_found,
POLARIS,RANGER,2008,not_found,
FREIGHTLINER,FLD132,2008,not_found,
YAMAHA,XVZ13TF/XVZ13TFC/XVZ13TFS/XVZ13TFSC/ROYAL STAR,2008,not_found,
HARLEY DAVIDSON,SCREAMIN' EAGLE ULTRA CLASSIC ELECTRA GLIDE,2007,not_found,
BMW,K 1200 S,2005,not_found,
PETERBILT,385,2001,not_found,
SUZUKI,AN650AL,2006,not_found,
CHEVROLET,GMT-400,2003,not_found,
DUCATI,749,2003,not_found,
SUZUKI,EQUATOR,2010,Optional,
SUZUKI,GZ250,2001,not_found,
HONDA,VTX1800C2/VTX1800C,2006,not_found,
HONDA,RVT1000R (RC51),2000,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2000,not_found,
YAMAHA,XV1700A/AS/AT/ATS/AC/ASC/ATC/ATSC/ROAD STAR,2008,not_found,
HME INC.,FIRE TRUCK,2002,not_found,
NOVABUS,LOW FLOOR,2007,not_found,
YAMAHA,XV1600A/AC/AS/ASC ROAD STAR,2003,not_found,
YAMAHA,YFM400FWAN 4WD BIG BEAR 400,2007,not_found,
VICTORY,KINGPIN,2002,not_found,
STERLING TRUCK,L7500 SERIES,2002,not_found,
HARLEY DAVIDSON,SOFTAIL SPRINGER,2003,not_found,
HONDA,ST1300A,2007,not_found,
TOMOS,TOMOS,2001,not_found,
HONDA,CR85,2007,not_found,
CHEVROLET,SSR,2005,No,0.0
KTM,V-TWIN LC8 ADVENTURE,2006,not_found,
APRILIA,TUONO 1000,2009,not_found,
KTMMEX,RACER,2007,not_found,
BUELL,XB12X,2009,not_found,
YAMAHA,YZ250F,2009,not_found,
TEREX ADVANCE MIXER,TEREX ADVANCE MIXER,2000,not_found,
CHEVROLET,CRUZE,2003,not_found,
YAMAHA,XV1600 ROAD STAR,2001,not_found,
SATURN,LW1,2000,not_found,
LOTUS,ELISE,2009,not_found,
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,2004,not_found,
DUCATI,HYPERMOTARD (HYM),2008,not_found,
SYM,BASE,2008,not_found,
UNITED MOTORS OF AMERICA,ON ROAD MOTORCYCLE,2008,not_found,
MOTO GUZZI,BREVA 750,2004,not_found,
STERLING TRUCK,L8500 SERIES,2004,not_found,
MOTO GUZZI,BREVA 1200,2008,not_found,
YAMAHA,XV1600AT/ATC ROAD STAR CLASSIC,2001,not_found,
TRIUMPH,ROCKET III,2007,not_found,
SUZUKI,AN400,2009,not_found,
YAMAHA,YZF-R6,2007,not_found,
HARLEY DAVIDSON,SOFTAIL SPRINGER CLASSIC,2006,not_found,
YAMAHA,YZF-R6,2003,not_found,
TRIUMPH,THRUXTON,2006,not_found,
PIAGGIO AND VESPA,ET 4,2001,not_found,
TRIUMPH,BONNEVILLE,2002,not_found,
KAWASAKI,VULCAN 500,2007,not_found,
VENGEANCE MOTORCYCLES,250,2005,not_found,
INTERNATIONAL,SA625,2006,not_found,
FREIGHTLINER,FL80,2004,not_found,
SATURN,LW300,2004,not_found,
YAMAHA,YFM700 (RAPTOR 700),2006,not_found,
KAWASAKI,Z1000,2001,not_found,
NABI,LFW,2001,not_found,
BENTLEY,CONTINENTAL,2010,not_found,
MITSUBISHI,ECLIPSE SPYDER,2005,No,0.0
YAMAHA,XV1700 ROAD WARRIOR,2002,not_found,
HONDA,XR650,2001,not_found,
INTERNATIONAL,7300,2004,not_found,
STERLING TRUCK,L7500 SERIES,2001,not_found,
VICTORY,VEGAS EIGHT BALL,2006,not_found,
YAMAHA,FJR1300A/FJR1300AC/FJR 1300,2006,not_found,
DODGE,GRAND CARAVAN,2007,No,0.0
HONDA,CH80 (ELITE),2007,not_found,
POLARIS,RANGER,2007,not_found,
GENUINE SCOOTERS,ROUGHHOUSE 50 / RATTLER 50 / BLACK CAT,2009,not_found,
KAWASAKI,VULCAN 1600,2004,not_found,
YAMAHA,XVS1300A/XVS1300AC/V STAR 1300,2008,not_found,
FREIGHTLINER,CST112,2003,not_found,
YAMAHA,YZ125,2003,not_found,
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,2005,not_found,
MERCURY,MONTEREY,2007,Optional,
WORKHORSE,P42,2005,not_found,
TRIUMPH,BONNEVILLE,2007,not_found,
INFINITI,FX45,2005,not_found,
KAWASAKI,CONCOURS,2003,not_found,
YAMAHA,YW125 / ZUMA 125,2009,not_found,
BIG DOG MOTORCYCLES,RIDGEBACK,2004,not_found,
HONDA,CR250,2002,not_found,
YAMAHA,YZF-R1,2006,not_found,
PIAGGIO AND VESPA,X-9,2005,not_found,
MITSUBISHI FUSO,FK617,2000,not_found,
YAMAHA,XVS650 (V STAR 650),2001,not_found,
SUZUKI,TL1000RK,2003,not_found,
TRIUMPH,TT600,2000,not_found,
HONDA,ST1300PA,2009,not_found,
INTERNATIONAL,KL055,2007,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2001,not_found,
HONDA,CR250,2000,not_found,
INTERNATIONAL,2574,2001,not_found,
PETERBILT,387,2001,not_found,
HONDA,VTR1000F (SUPERHAWK),2000,not_found,
MITSUBISHI FUSO,FH210,2004,not_found,
YAMAHA,XV1700ATSC/ATC/ASC,2009,not_found,
YAMAHA,XV1700 ROAD WARRIOR,2008,not_found,
SEAGRAVE,PUMPER,2002,not_found,
INTERNATIONAL,SF637,2008,not_found,
KALMAR INDUSTRIES LLC,CYT 30,2006,not_found,
FREIGHTLINER,SPRINTER,2009,not_found,
E-TON,BEAMER II,2005,not_found,
SUZUKI,JR80K,2002,not_found,
HARLEY DAVIDSON,FLSTF / FAT BOY,2001,not_found,
VOLKSWAGEN,TIGUAN,2006,not_found,
BMW,M6,2010,not_found,
VICTORY,HAMMER,2007,not_found,
YAMAHA,XVS1300AC,2009,not_found,
BMW,325CIC,2006,not_found,
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-20/JSD125-20/JSD150T-20,2006,not_found,
CHONGQING ASTRONAUTIC BASHAN,TPGS-811,2007,not_found,
AUDI,ALLROAD,2001,not_found,
PORSCHE,911,2006,Standard,1.0
CHEVROLET,B7,2001,not_found,
YAMAHA,XVS1100 / V STAR 1100,2006,not_found,
PETERBILT,320,2000,not_found,
INTERNATIONAL,MH025,2006,not_found,
BMW,K 1200 LT,2002,not_found,
VOLKSWAGEN,JETTA SPORTWAGEN,2010,Standard,1.0
TRIUMPH,AMERICA,2006,not_found,
INTERNATIONAL,8100,2000,not_found,
AUDI,S8,2008,not_found,
SEAGRAVE,AERIAL,2000,not_found,
HONDA,XR100R,2003,not_found,
KTM,CLOSED COURSE COMPETITION,2002,not_found,
"ZONGSHEN INDUSTRIAL GROUP CO., LTD.",METRO 50,2007,not_found,
KTM,CLOSED COURSE COMPETITION,2003,not_found,
ROKETA,ARUBA,2007,not_found,
YAMAHA,TT-R125/TT-R125LW/TTR125L,2002,not_found,
PREVOST,XL2 CONVERTED COACH SHELL,2006,not_found,
ARCTIC CAT,ARCTIC CAT,2003,not_found,
PIAGGIO AND VESPA,LX / S,2009,not_found,
SUBARU,BAJA,2004,No,0.0
THOMAS BUILT,HDX,2009,not_found,
POLARIS,TRAIL BOSS,2005,not_found,
VOLVO TRUCK,WX,2001,not_found,
MOTO GUZZI,CALIFORNIA 1100 VINTAGE,2002,not_found,
TRIUMPH,SCRAMBLER,2006,not_found,
SEAGRAVE,PUMPER,2003,not_found,
UD,UD2000,2004,not_found,
YAMAHA,XVS1100 / V STAR 1100,2004,not_found,
YAMAHA,XVS950,2009,not_found,
HARLEY DAVIDSON,NIGHT TRAIN,2004,not_found,
SUZUKI,VL800,2007,not_found,
TOYOTA,COROLLA MATRIX,2001,No,0.0
YAMAHA,YZF600,2006,not_found,
HARLEY DAVIDSON,ROAD KING SHRINE,2007,not_found,
PIAGGIO AND VESPA,LX / LXV / S / FLY,2009,not_found,
YAMAHA,XVZ13,2005,not_found,
STERLING TRUCK,M7500 ACTERRA,2001,not_found,
BMW,F 650 CS,2003,not_found,
YAMAHA,XVS650AC/ATC,2009,not_found,
SUZUKI,VS1400GLP,2000,not_found,
YAMAHA,YZF-R6,2008,not_found,
YAMAHA,XVS1300 (V STAR 1300),2007,not_found,
CHONGQING ASTRONAUTIC BASHAN,TPGS-808 / TPGS-818,2008,not_found,
YAMAHA,XVS1100 / V STAR 1100,2003,not_found,
HARLEY DAVIDSON,FLHTP / ELECTRA GLIDE STANDARD POLICE,2007,not_found,
WORKHORSE,W22,2006,not_found,
CHEVROLET,C6,2003,not_found,
IC BUS,PB205,2009,not_found,
HONDA,SA50P,2001,not_found,
YAMAHA,XVS1300 (V STAR 1300),2010,not_found,
HONDA,NSS250S (REFLEX SPORT),2005,not_found,
HONDA,VT1300 (INTERSTATE),2010,not_found,
HARLEY DAVIDSON,DYNA LOW RIDER 100TH ANNIVERSARY / DYNA LOW RIDER,2009,not_found,
VOLVO,V50,2008,Standard,1.0
YAMAHA,YW50 / ZUMA,2002,not_found,
VOLVO TRUCK,VT,2007,not_found,
HONDA,RVT1000R (RC51),2003,not_found,
INTERNATIONAL,MF035,2007,not_found,
YAMAHA,TTR90,2002,not_found,
INTERNATIONAL,RE3000,2003,not_found,
YAMAHA,YZ250,2000,not_found,
SUZUKI,RM250K,2004,not_found,
PIERCE MANUFACTURING,VELOCITY,2009,not_found,
YAMAHA,XVS1100 / V STAR 1100,2002,not_found,
BMW,K 1200 R,2008,not_found,
HYOSUNG MOTORS & MACHINERY,ON ROAD MOTORCYCLE,2010,not_found,
HONDA,RVT1000R (RC51),2001,not_found,
BUELL,BLAST,2002,not_found,
TAIZHOU CHUANL MOTORCYCLE MANUFACTURING,LB250T-2,2009,not_found,
INFINITI,FX45,2007,not_found,
YAMAHA,XT225/XT225C,2004,not_found,
VICTORY,TOURING,2004,not_found,
KTM,FOUR-STROKE,2005,not_found,
GMC,C6,2009,not_found,
TRIUMPH,ROCKET III,2009,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 ROADSTER,2004,not_found,
DUCATI,750SPORT/SS750,2001,not_found,
APRILIA,PEGASO 650,2000,not_found,
SUZUKI,VS1400GLPK,2003,not_found,
YAMAHA,XVZ13,2001,not_found,
HARLEY DAVIDSON,FLHTCI / ELECTRA GLIDE CLASSIC,2000,not_found,
HONDA,XR80R,2003,not_found,
YAMAHA,YZF600,2001,not_found,
AMERICAN LAFRANCE,EAGLE,2008,not_found,
HARLEY DAVIDSON,CVO ROAD KING 4,2008,not_found,
MACK,DM,2005,not_found,
GENUINE SCOOTERS,BUDDY 150,2009,not_found,
KAWASAKI,KLR250,2002,not_found,
MITSUBISHI FUSO,FM64F,2007,not_found,
YAMAHA,XV1700 ROAD STAR,2006,not_found,
HONDA,CMX250 (REBEL),2004,not_found,
APRILIA,SHIVER 750,2008,not_found,
KINETIC ENGINEERING LTD.,MAGNUM,2007,not_found,
MANAC TRAILERS USA,MANAC,2006,not_found,
CHEVROLET,BLAZER,2010,not_found,
WEST SIDE CHOPPERS,WEST SIDE CHOPPERS,2009,not_found,
INDIAN MOTORCYCLE,CHIEF,2001,not_found,
IRBITSKI MOTOTSICLETNY ZAVOD,"TOURIST, PATROL, & GEAR UP",2007,not_found,
HONDA,GL1500CF (VALKYRIE INTERSTATE),2001,not_found,
BIG DOG MOTORCYCLES,RIDGEBACK,2006,not_found,
LEXUS,LX,2009,not_found,
LOTUS,ELISE,2005,not_found,
SUZUKI,VS1400,2005,not_found,
SUZUKI,GSF1250S,2008,not_found,
JAGUAR,XJ8,2000,not_found,
TOYOTA,SEQUOIA,2009,Standard,1.0
VOLKSWAGEN,JETTA SPORTWAGEN,2009,Standard,1.0
HONDA,NPS50 (RUCKUS),2008,not_found,
INDIAN MOTORCYCLE,CHIEF ROADMASTER,2002,not_found,
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-4/JSD150T-4,2008,not_found,
YAMAHA,YW50 / ZUMA,2004,not_found,
